"SiteNo"	"T_Max"	"Smx"	"T_Min"	"Smn"	"Rain"	"Srn"	"Evap"	"Sev"	"Radn"	"Ssl"	"VP"	"Svp"	"RHmaxT"	"RHminT"	"Date2"	"AverageTemperature"	"AverageHumidity"
"6"	"23"	"25"	"16.5"	"25"	"1.5"	"25"	"4.5999999999999996"	"25"	"16"	"25"	"19"	"25"	"67.700000000000003"	"100"	"2010-05-07 00:00:00"	"19.75"	"83.849999999999994"
"6"	"22.5"	"25"	"16.5"	"25"	"0.29999999999999999"	"25"	"3.2000000000000002"	"25"	"14"	"25"	"18"	"25"	"66.099999999999994"	"95.900000000000006"	"2010-05-08 00:00:00"	"19.5"	"81"
"6"	"24.5"	"25"	"17"	"25"	"2.8999999999999999"	"25"	"3.6000000000000001"	"25"	"18"	"25"	"20"	"25"	"65.099999999999994"	"100"	"2010-05-09 00:00:00"	"20.75"	"82.549999999999997"
"6"	"24.5"	"25"	"17"	"25"	"1"	"25"	"3.3999999999999999"	"25"	"18"	"25"	"20"	"25"	"65.099999999999994"	"100"	"2010-05-10 00:00:00"	"20.75"	"82.549999999999997"
"6"	"23"	"25"	"17.5"	"25"	"0.40000000000000002"	"25"	"2.7999999999999998"	"25"	"13"	"25"	"20"	"25"	"71.200000000000003"	"100"	"2010-05-11 00:00:00"	"20.25"	"85.599999999999994"
"6"	"23.5"	"25"	"17"	"25"	"3.2000000000000002"	"25"	"3"	"25"	"14"	"25"	"18"	"25"	"62.200000000000003"	"92.900000000000006"	"2010-05-12 00:00:00"	"20.25"	"77.550000000000011"
"6"	"24"	"25"	"16.5"	"25"	"1.5"	"25"	"4.4000000000000004"	"25"	"16"	"25"	"19"	"25"	"63.700000000000003"	"100"	"2010-05-13 00:00:00"	"20.25"	"81.849999999999994"
"6"	"23.5"	"25"	"15.5"	"25"	"0.29999999999999999"	"25"	"4"	"25"	"19"	"25"	"17"	"25"	"58.700000000000003"	"96.599999999999994"	"2010-05-14 00:00:00"	"19.5"	"77.650000000000006"
"6"	"23.5"	"25"	"14.5"	"25"	"0.29999999999999999"	"25"	"3.6000000000000001"	"25"	"19"	"25"	"18"	"25"	"62.200000000000003"	"100"	"2010-05-15 00:00:00"	"19"	"81.099999999999994"
"6"	"23.5"	"25"	"16.5"	"25"	"0"	"25"	"1.8"	"25"	"9"	"25"	"21"	"25"	"72.599999999999994"	"100"	"2010-05-16 00:00:00"	"20"	"86.299999999999997"
"6"	"24"	"25"	"17.5"	"25"	"0.80000000000000004"	"25"	"3.7999999999999998"	"25"	"15"	"25"	"20"	"25"	"67"	"100"	"2010-05-17 00:00:00"	"20.75"	"83.5"
"6"	"20.5"	"25"	"17"	"25"	"0.20000000000000001"	"25"	"2"	"25"	"10"	"25"	"18"	"25"	"74.700000000000003"	"92.900000000000006"	"2010-05-18 00:00:00"	"18.75"	"83.800000000000011"
"6"	"22.5"	"25"	"15.5"	"25"	"0.10000000000000001"	"25"	"2.6000000000000001"	"25"	"15"	"25"	"17"	"25"	"62.399999999999999"	"96.599999999999994"	"2010-05-19 00:00:00"	"19"	"79.5"
"6"	"23.5"	"25"	"16"	"25"	"0"	"25"	"2.6000000000000001"	"25"	"13"	"25"	"19"	"25"	"65.599999999999994"	"100"	"2010-05-20 00:00:00"	"19.75"	"82.799999999999997"
"6"	"26"	"25"	"18.5"	"25"	"0"	"25"	"2.7999999999999998"	"25"	"16"	"25"	"19"	"25"	"56.5"	"89.299999999999997"	"2010-05-21 00:00:00"	"22.25"	"72.900000000000006"
"6"	"25"	"25"	"18.5"	"25"	"0"	"25"	"3.6000000000000001"	"25"	"14"	"25"	"20"	"25"	"63.200000000000003"	"94"	"2010-05-22 00:00:00"	"21.75"	"78.599999999999994"
"6"	"25.5"	"25"	"18"	"25"	"0"	"25"	"3"	"25"	"16"	"25"	"22"	"25"	"67.400000000000006"	"100"	"2010-05-23 00:00:00"	"21.75"	"83.700000000000003"
"6"	"27.5"	"25"	"15.5"	"25"	"0"	"25"	"3"	"25"	"18"	"25"	"21"	"25"	"57.200000000000003"	"100"	"2010-05-24 00:00:00"	"21.5"	"78.599999999999994"
"6"	"28.5"	"25"	"16.5"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"16"	"25"	"23"	"25"	"59.100000000000001"	"100"	"2010-05-25 00:00:00"	"22.5"	"79.549999999999997"
"6"	"24"	"25"	"19.5"	"25"	"0.5"	"25"	"3.6000000000000001"	"25"	"14"	"25"	"20"	"25"	"67"	"88.299999999999997"	"2010-05-26 00:00:00"	"21.75"	"77.650000000000006"
"6"	"24"	"25"	"17.5"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"16"	"25"	"18"	"25"	"60.299999999999997"	"90.099999999999994"	"2010-05-27 00:00:00"	"20.75"	"75.199999999999989"
"6"	"28.5"	"25"	"17.5"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"15"	"25"	"22"	"25"	"56.5"	"100"	"2010-05-28 00:00:00"	"23"	"78.25"
"6"	"24"	"25"	"18.5"	"25"	"0"	"25"	"2.3999999999999999"	"25"	"14"	"25"	"20"	"25"	"67"	"94"	"2010-05-29 00:00:00"	"21.25"	"80.5"
"6"	"23"	"25"	"16.5"	"25"	"0"	"25"	"4"	"25"	"16"	"25"	"18"	"25"	"64.099999999999994"	"95.900000000000006"	"2010-05-30 00:00:00"	"19.75"	"80"
"6"	"23"	"25"	"14.5"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"16"	"25"	"16"	"25"	"57"	"97"	"2010-05-31 00:00:00"	"18.75"	"77"
"6"	"24.5"	"25"	"15"	"25"	"0"	"25"	"3.2000000000000002"	"25"	"16"	"25"	"18"	"25"	"58.600000000000001"	"100"	"2010-06-01 00:00:00"	"19.75"	"79.299999999999997"
"6"	"25.5"	"25"	"18"	"25"	"0"	"25"	"2.6000000000000001"	"25"	"14"	"25"	"22"	"25"	"67.400000000000006"	"100"	"2010-06-02 00:00:00"	"21.75"	"83.700000000000003"
"6"	"25.5"	"25"	"17.5"	"25"	"0"	"25"	"4"	"25"	"15"	"25"	"21"	"25"	"64.400000000000006"	"100"	"2010-06-03 00:00:00"	"21.5"	"82.200000000000003"
"6"	"24"	"25"	"17"	"25"	"0"	"25"	"4.2000000000000002"	"25"	"17"	"25"	"17"	"25"	"57"	"87.799999999999997"	"2010-06-04 00:00:00"	"20.5"	"72.400000000000006"
"6"	"23"	"25"	"12"	"25"	"0"	"25"	"3.7999999999999998"	"25"	"18"	"25"	"14"	"25"	"49.899999999999999"	"99.900000000000006"	"2010-06-05 00:00:00"	"17.5"	"74.900000000000006"
"6"	"22.5"	"25"	"10.5"	"25"	"0"	"25"	"3.2000000000000002"	"25"	"17"	"25"	"15"	"25"	"55.100000000000001"	"100"	"2010-06-06 00:00:00"	"16.5"	"77.549999999999997"
"6"	"22"	"25"	"14"	"25"	"0.10000000000000001"	"25"	"3.3999999999999999"	"25"	"17"	"25"	"16"	"25"	"60.5"	"100"	"2010-06-07 00:00:00"	"18"	"80.25"
"6"	"23"	"25"	"13"	"25"	"0.29999999999999999"	"25"	"3.2000000000000002"	"25"	"16"	"25"	"17"	"25"	"60.5"	"100"	"2010-06-08 00:00:00"	"18"	"80.25"
"6"	"23.5"	"25"	"14.5"	"25"	"0"	"25"	"3"	"25"	"17"	"25"	"19"	"25"	"65.599999999999994"	"100"	"2010-06-09 00:00:00"	"19"	"82.799999999999997"
"6"	"24"	"25"	"14"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"14"	"25"	"19"	"25"	"63.700000000000003"	"100"	"2010-06-10 00:00:00"	"19"	"81.849999999999994"
"6"	"23"	"25"	"17"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"16"	"25"	"18"	"25"	"64.099999999999994"	"92.900000000000006"	"2010-06-11 00:00:00"	"20"	"78.5"
"6"	"21.5"	"25"	"14"	"25"	"0"	"25"	"4.4000000000000004"	"25"	"16"	"25"	"16"	"25"	"62.399999999999999"	"100"	"2010-06-12 00:00:00"	"17.75"	"81.200000000000003"
"6"	"22.5"	"25"	"13.5"	"25"	"0"	"25"	"3.6000000000000001"	"25"	"15"	"25"	"17"	"25"	"62.399999999999999"	"100"	"2010-06-13 00:00:00"	"18"	"81.200000000000003"
"6"	"22"	"25"	"16.5"	"25"	"0"	"25"	"3.6000000000000001"	"25"	"13"	"25"	"18"	"25"	"68.099999999999994"	"95.900000000000006"	"2010-06-14 00:00:00"	"19.25"	"82"
"6"	"21.5"	"25"	"17"	"25"	"0.29999999999999999"	"25"	"2.7999999999999998"	"25"	"15"	"25"	"19"	"25"	"74.099999999999994"	"98.099999999999994"	"2010-06-15 00:00:00"	"19.25"	"86.099999999999994"
"6"	"23.5"	"25"	"16"	"25"	"2.7000000000000002"	"25"	"3.7999999999999998"	"25"	"16"	"25"	"18"	"25"	"62.200000000000003"	"99.099999999999994"	"2010-06-16 00:00:00"	"19.75"	"80.650000000000006"
"6"	"23.5"	"25"	"14.5"	"25"	"0"	"25"	"3.2000000000000002"	"25"	"13"	"25"	"18"	"25"	"62.200000000000003"	"100"	"2010-06-17 00:00:00"	"19"	"81.099999999999994"
"6"	"24"	"25"	"12"	"25"	"0"	"25"	"5"	"25"	"16"	"25"	"18"	"25"	"60.299999999999997"	"100"	"2010-06-18 00:00:00"	"18"	"80.150000000000006"
"6"	"20.5"	"25"	"16"	"25"	"0"	"25"	"5"	"25"	"14"	"25"	"16"	"25"	"66.400000000000006"	"88.099999999999994"	"2010-06-19 00:00:00"	"18.25"	"77.25"
"6"	"22.5"	"25"	"14.5"	"25"	"0"	"25"	"2.7999999999999998"	"25"	"13"	"25"	"14"	"25"	"51.399999999999999"	"84.799999999999997"	"2010-06-20 00:00:00"	"18.5"	"68.099999999999994"
"6"	"22"	"25"	"16"	"25"	"0.5"	"25"	"2"	"25"	"11"	"25"	"18"	"25"	"68.099999999999994"	"99.099999999999994"	"2010-06-21 00:00:00"	"19"	"83.599999999999994"
"6"	"20"	"25"	"16.5"	"25"	"4.7000000000000002"	"25"	"2"	"25"	"8"	"25"	"19"	"25"	"81.299999999999997"	"100"	"2010-06-22 00:00:00"	"18.25"	"90.650000000000006"
"6"	"21"	"25"	"16"	"25"	"4.4000000000000004"	"25"	"2.3999999999999999"	"25"	"13"	"25"	"18"	"25"	"72.400000000000006"	"99.099999999999994"	"2010-06-23 00:00:00"	"18.5"	"85.75"
"6"	"23.5"	"25"	"15"	"25"	"2.1000000000000001"	"25"	"2.7999999999999998"	"25"	"13"	"25"	"19"	"25"	"65.599999999999994"	"100"	"2010-06-24 00:00:00"	"19.25"	"82.799999999999997"
"6"	"23"	"25"	"16.5"	"25"	"6.7000000000000002"	"25"	"2.7999999999999998"	"25"	"10"	"25"	"21"	"25"	"74.799999999999997"	"100"	"2010-06-25 00:00:00"	"19.75"	"87.400000000000006"
"6"	"23"	"25"	"16"	"25"	"4"	"25"	"2.6000000000000001"	"25"	"13"	"25"	"19"	"25"	"67.700000000000003"	"100"	"2010-06-26 00:00:00"	"19.5"	"83.849999999999994"
"6"	"24"	"25"	"14"	"25"	"0.29999999999999999"	"25"	"3.2000000000000002"	"25"	"17"	"25"	"18"	"25"	"60.299999999999997"	"100"	"2010-06-27 00:00:00"	"19"	"80.150000000000006"
"6"	"24.5"	"25"	"14.5"	"25"	"0"	"25"	"3.6000000000000001"	"25"	"16"	"25"	"19"	"25"	"61.799999999999997"	"100"	"2010-06-28 00:00:00"	"19.5"	"80.900000000000006"
"6"	"24"	"25"	"15.5"	"25"	"0.10000000000000001"	"25"	"3.3999999999999999"	"25"	"15"	"25"	"19"	"25"	"63.700000000000003"	"100"	"2010-06-29 00:00:00"	"19.75"	"81.849999999999994"
"6"	"23"	"25"	"16"	"25"	"0.10000000000000001"	"25"	"3"	"25"	"13"	"25"	"19"	"25"	"67.700000000000003"	"100"	"2010-06-30 00:00:00"	"19.5"	"83.849999999999994"
"6"	"22.5"	"25"	"17.5"	"25"	"2.2999999999999998"	"25"	"2"	"25"	"8"	"25"	"22"	"25"	"80.700000000000003"	"100"	"2010-07-01 00:00:00"	"20"	"90.349999999999994"
"6"	"22.5"	"25"	"17.5"	"25"	"0.20000000000000001"	"25"	"2.3999999999999999"	"25"	"9"	"25"	"20"	"25"	"73.400000000000006"	"100"	"2010-07-02 00:00:00"	"20"	"86.700000000000003"
"6"	"20.5"	"25"	"17.5"	"25"	"0.59999999999999998"	"25"	"2.6000000000000001"	"25"	"5"	"25"	"19"	"25"	"78.799999999999997"	"95.099999999999994"	"2010-07-03 00:00:00"	"19"	"86.949999999999989"
"6"	"21"	"25"	"17"	"25"	"1.8999999999999999"	"25"	"1"	"25"	"7"	"25"	"21"	"25"	"84.5"	"100"	"2010-07-04 00:00:00"	"19"	"92.25"
"6"	"23.5"	"25"	"17"	"25"	"3.2999999999999998"	"25"	"2.7999999999999998"	"25"	"15"	"25"	"19"	"25"	"65.599999999999994"	"98.099999999999994"	"2010-07-05 00:00:00"	"20.25"	"81.849999999999994"
"6"	"24.5"	"25"	"16"	"25"	"0.5"	"25"	"2.7999999999999998"	"25"	"13"	"25"	"20"	"25"	"65.099999999999994"	"100"	"2010-07-06 00:00:00"	"20.25"	"82.549999999999997"
"6"	"24.5"	"25"	"17"	"25"	"0.69999999999999996"	"25"	"3"	"25"	"12"	"25"	"21"	"25"	"68.299999999999997"	"100"	"2010-07-07 00:00:00"	"20.75"	"84.150000000000006"
"6"	"24"	"25"	"17.5"	"25"	"0.59999999999999998"	"25"	"2.7999999999999998"	"25"	"10"	"25"	"20"	"25"	"67"	"100"	"2010-07-08 00:00:00"	"20.75"	"83.5"
"6"	"20.5"	"25"	"17"	"25"	"0.10000000000000001"	"25"	"2.7999999999999998"	"25"	"10"	"25"	"19"	"25"	"78.799999999999997"	"98.099999999999994"	"2010-07-09 00:00:00"	"18.75"	"88.449999999999989"
"6"	"21.5"	"25"	"13.5"	"25"	"0.20000000000000001"	"25"	"2.6000000000000001"	"25"	"10"	"25"	"18"	"25"	"70.200000000000003"	"100"	"2010-07-10 00:00:00"	"17.5"	"85.099999999999994"
"6"	"22.5"	"25"	"16.5"	"25"	"5.7000000000000002"	"25"	"3.6000000000000001"	"25"	"13"	"25"	"19"	"25"	"69.700000000000003"	"100"	"2010-07-11 00:00:00"	"19.5"	"84.849999999999994"
"6"	"22.5"	"25"	"16.5"	"25"	"3.7000000000000002"	"25"	"2.3999999999999999"	"25"	"11"	"25"	"19"	"25"	"69.700000000000003"	"100"	"2010-07-12 00:00:00"	"19.5"	"84.849999999999994"
"6"	"23"	"25"	"15.5"	"25"	"2.3999999999999999"	"25"	"3.2000000000000002"	"25"	"12"	"25"	"19"	"25"	"67.700000000000003"	"100"	"2010-07-13 00:00:00"	"19.25"	"83.849999999999994"
"6"	"23"	"25"	"15.5"	"25"	"0.29999999999999999"	"25"	"2.7999999999999998"	"25"	"13"	"25"	"19"	"25"	"67.700000000000003"	"100"	"2010-07-14 00:00:00"	"19.25"	"83.849999999999994"
"6"	"22.5"	"25"	"15.5"	"25"	"0.40000000000000002"	"25"	"4"	"25"	"12"	"25"	"18"	"25"	"66.099999999999994"	"100"	"2010-07-15 00:00:00"	"19"	"83.049999999999997"
"6"	"21.5"	"25"	"13.5"	"25"	"0.10000000000000001"	"25"	"3.2000000000000002"	"25"	"16"	"25"	"17"	"25"	"66.299999999999997"	"100"	"2010-07-16 00:00:00"	"17.5"	"83.150000000000006"
"6"	"21"	"25"	"16"	"25"	"1.6000000000000001"	"25"	"2.2000000000000002"	"25"	"10"	"25"	"19"	"25"	"76.400000000000006"	"100"	"2010-07-17 00:00:00"	"18.5"	"88.200000000000003"
"6"	"25"	"25"	"15.5"	"25"	"3.8999999999999999"	"25"	"4.2000000000000002"	"25"	"16"	"25"	"19"	"25"	"60"	"100"	"2010-07-18 00:00:00"	"20.25"	"80"
"6"	"24"	"25"	"13"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"18"	"25"	"18"	"25"	"60.299999999999997"	"100"	"2010-07-19 00:00:00"	"18.5"	"80.150000000000006"
"6"	"22"	"25"	"13.5"	"25"	"0"	"25"	"2.7999999999999998"	"25"	"11"	"25"	"19"	"25"	"71.900000000000006"	"100"	"2010-07-20 00:00:00"	"17.75"	"85.950000000000003"
"6"	"19.5"	"25"	"17"	"25"	"1.8999999999999999"	"25"	"2"	"25"	"13"	"25"	"19"	"25"	"83.900000000000006"	"98.099999999999994"	"2010-07-21 00:00:00"	"18.25"	"91"
"6"	"20.5"	"25"	"15"	"25"	"0"	"25"	"2.2000000000000002"	"25"	"14"	"25"	"17"	"25"	"70.5"	"99.799999999999997"	"2010-07-22 00:00:00"	"17.75"	"85.150000000000006"
"6"	"20.5"	"25"	"17"	"25"	"4.7999999999999998"	"25"	"1.8"	"25"	"8"	"25"	"20"	"25"	"83"	"100"	"2010-07-23 00:00:00"	"18.75"	"91.5"
"6"	"23"	"25"	"18"	"25"	"3"	"25"	"2.7999999999999998"	"25"	"8"	"25"	"21"	"25"	"74.799999999999997"	"100"	"2010-07-24 00:00:00"	"20.5"	"87.400000000000006"
"6"	"21.5"	"25"	"18"	"25"	"9.4000000000000004"	"25"	"1.8"	"25"	"6"	"25"	"21"	"25"	"81.900000000000006"	"100"	"2010-07-25 00:00:00"	"19.75"	"90.950000000000003"
"6"	"22"	"25"	"18"	"25"	"4.2999999999999998"	"25"	"2.2000000000000002"	"25"	"10"	"25"	"21"	"25"	"79.5"	"100"	"2010-07-26 00:00:00"	"20"	"89.75"
"6"	"24.5"	"25"	"18"	"25"	"2.2999999999999998"	"25"	"3.6000000000000001"	"25"	"16"	"25"	"20"	"25"	"65.099999999999994"	"97"	"2010-07-27 00:00:00"	"21.25"	"81.049999999999997"
"6"	"24.5"	"25"	"18"	"25"	"0.29999999999999999"	"25"	"4"	"25"	"16"	"25"	"19"	"25"	"61.799999999999997"	"92.099999999999994"	"2010-07-28 00:00:00"	"21.25"	"76.949999999999989"
"6"	"25"	"25"	"18"	"25"	"0.10000000000000001"	"25"	"4.5999999999999996"	"25"	"16"	"25"	"20"	"25"	"63.200000000000003"	"97"	"2010-07-29 00:00:00"	"21.5"	"80.099999999999994"
"6"	"24.5"	"25"	"18"	"25"	"0"	"25"	"3.6000000000000001"	"25"	"14"	"25"	"20"	"25"	"65.099999999999994"	"97"	"2010-07-30 00:00:00"	"21.25"	"81.049999999999997"
"6"	"25.5"	"25"	"16.5"	"25"	"0"	"25"	"4"	"25"	"19"	"25"	"19"	"25"	"58.200000000000003"	"100"	"2010-07-31 00:00:00"	"21"	"79.099999999999994"
"6"	"24"	"25"	"16"	"25"	"0"	"25"	"3.7999999999999998"	"25"	"17"	"25"	"19"	"25"	"63.700000000000003"	"100"	"2010-08-01 00:00:00"	"20"	"81.849999999999994"
"6"	"22.5"	"25"	"14.5"	"25"	"0"	"25"	"4.4000000000000004"	"25"	"19"	"25"	"16"	"25"	"58.700000000000003"	"97"	"2010-08-02 00:00:00"	"18.5"	"77.849999999999994"
"6"	"21"	"25"	"10.5"	"25"	"0"	"25"	"4.7999999999999998"	"25"	"20"	"25"	"11"	"25"	"44.299999999999997"	"86.700000000000003"	"2010-08-03 00:00:00"	"15.75"	"65.5"
"6"	"25"	"25"	"11"	"25"	"0"	"25"	"2.7999999999999998"	"25"	"15"	"25"	"16"	"25"	"50.5"	"100"	"2010-08-04 00:00:00"	"18"	"75.25"
"6"	"26.5"	"25"	"15.5"	"25"	"0"	"25"	"4.4000000000000004"	"25"	"17"	"25"	"19"	"25"	"54.899999999999999"	"100"	"2010-08-05 00:00:00"	"21"	"77.450000000000003"
"6"	"23"	"25"	"17"	"25"	"0"	"25"	"5.2000000000000002"	"25"	"18"	"25"	"17"	"25"	"60.5"	"87.799999999999997"	"2010-08-06 00:00:00"	"20"	"74.150000000000006"
"6"	"22.5"	"25"	"14"	"25"	"0"	"25"	"4.5999999999999996"	"25"	"16"	"25"	"16"	"25"	"58.700000000000003"	"100"	"2010-08-07 00:00:00"	"18.25"	"79.349999999999994"
"6"	"25"	"25"	"15.5"	"25"	"0"	"25"	"4"	"25"	"16"	"25"	"18"	"25"	"56.799999999999997"	"100"	"2010-08-08 00:00:00"	"20.25"	"78.400000000000006"
"6"	"25.5"	"25"	"18.5"	"25"	"2.2999999999999998"	"25"	"2.3999999999999999"	"25"	"12"	"25"	"22"	"25"	"67.400000000000006"	"100"	"2010-08-09 00:00:00"	"22"	"83.700000000000003"
"6"	"26.5"	"25"	"19.5"	"25"	"5.7999999999999998"	"25"	"3.7999999999999998"	"25"	"11"	"25"	"24"	"25"	"69.299999999999997"	"100"	"2010-08-10 00:00:00"	"23"	"84.650000000000006"
"6"	"24.5"	"25"	"13.5"	"25"	"0.29999999999999999"	"25"	"4.7999999999999998"	"25"	"18"	"25"	"11"	"25"	"35.799999999999997"	"71.099999999999994"	"2010-08-11 00:00:00"	"19"	"53.449999999999996"
"6"	"25"	"25"	"10"	"25"	"0"	"25"	"4.5999999999999996"	"25"	"21"	"25"	"10"	"25"	"31.600000000000001"	"81.5"	"2010-08-12 00:00:00"	"17.5"	"56.549999999999997"
"6"	"24.5"	"25"	"9.5"	"25"	"0"	"25"	"4"	"25"	"22"	"25"	"12"	"25"	"39"	"100"	"2010-08-13 00:00:00"	"17"	"69.5"
"6"	"26.5"	"25"	"11.5"	"25"	"0"	"25"	"3.7999999999999998"	"25"	"21"	"25"	"17"	"25"	"49.100000000000001"	"100"	"2010-08-14 00:00:00"	"19"	"74.549999999999997"
"6"	"25"	"25"	"13"	"25"	"0.29999999999999999"	"25"	"5.2000000000000002"	"25"	"20"	"25"	"14"	"25"	"44.200000000000003"	"93.5"	"2010-08-15 00:00:00"	"19"	"68.849999999999994"
"6"	"24.5"	"25"	"14.5"	"25"	"0"	"25"	"4.4000000000000004"	"25"	"21"	"25"	"18"	"25"	"58.600000000000001"	"100"	"2010-08-16 00:00:00"	"19.5"	"79.299999999999997"
"6"	"26.5"	"25"	"16.5"	"25"	"0"	"25"	"3.3999999999999999"	"25"	"16"	"25"	"20"	"25"	"57.799999999999997"	"100"	"2010-08-17 00:00:00"	"21.5"	"78.900000000000006"
"6"	"25"	"25"	"19"	"25"	"0.10000000000000001"	"25"	"2.3999999999999999"	"25"	"13"	"25"	"23"	"25"	"72.599999999999994"	"100"	"2010-08-18 00:00:00"	"22"	"86.299999999999997"
"6"	"27"	"25"	"17"	"25"	"3.6000000000000001"	"25"	"3.2000000000000002"	"25"	"21"	"25"	"22"	"25"	"61.700000000000003"	"100"	"2010-08-19 00:00:00"	"22"	"80.849999999999994"
"6"	"26"	"25"	"17.5"	"25"	"0"	"25"	"4.5999999999999996"	"25"	"19"	"25"	"20"	"25"	"59.5"	"100"	"2010-08-20 00:00:00"	"21.75"	"79.75"
"6"	"26"	"25"	"16.5"	"25"	"0"	"25"	"4.4000000000000004"	"25"	"21"	"25"	"19"	"25"	"56.5"	"100"	"2010-08-21 00:00:00"	"21.25"	"78.25"
"6"	"27"	"25"	"17.5"	"25"	"0"	"25"	"6"	"25"	"22"	"25"	"18"	"25"	"50.5"	"90.099999999999994"	"2010-08-22 00:00:00"	"22.25"	"70.299999999999997"
"6"	"27.5"	"25"	"14"	"25"	"0"	"25"	"4.5999999999999996"	"25"	"22"	"25"	"19"	"25"	"51.799999999999997"	"100"	"2010-08-23 00:00:00"	"20.75"	"75.900000000000006"
"6"	"26"	"25"	"12.5"	"25"	"0"	"25"	"4"	"25"	"19"	"25"	"20"	"25"	"59.5"	"100"	"2010-08-24 00:00:00"	"19.25"	"79.75"
"6"	"28.5"	"25"	"15"	"25"	"0"	"25"	"3.7999999999999998"	"25"	"14"	"25"	"21"	"25"	"54"	"100"	"2010-08-25 00:00:00"	"21.75"	"77"
"6"	"21"	"25"	"15.5"	"25"	"3.6000000000000001"	"25"	"3.6000000000000001"	"25"	"7"	"25"	"17"	"25"	"68.400000000000006"	"96.599999999999994"	"2010-08-26 00:00:00"	"18.25"	"82.5"
"6"	"24.5"	"25"	"15.5"	"25"	"0"	"25"	"2.7999999999999998"	"25"	"15"	"25"	"18"	"25"	"58.600000000000001"	"100"	"2010-08-27 00:00:00"	"20"	"79.299999999999997"
"6"	"22.5"	"25"	"17"	"25"	"1.2"	"25"	"2.6000000000000001"	"25"	"6"	"25"	"22"	"25"	"80.700000000000003"	"100"	"2010-08-28 00:00:00"	"19.75"	"90.349999999999994"
"6"	"21.5"	"25"	"18"	"25"	"16.800000000000001"	"25"	"2.3999999999999999"	"25"	"7"	"25"	"21"	"25"	"81.900000000000006"	"100"	"2010-08-29 00:00:00"	"19.75"	"90.950000000000003"
"6"	"23"	"25"	"17.5"	"25"	"23.899999999999999"	"25"	"4"	"25"	"14"	"25"	"19"	"25"	"67.700000000000003"	"95.099999999999994"	"2010-08-30 00:00:00"	"20.25"	"81.400000000000006"
"6"	"23.5"	"25"	"17.5"	"25"	"8.6999999999999993"	"25"	"3.6000000000000001"	"25"	"15"	"25"	"19"	"25"	"65.599999999999994"	"95.099999999999994"	"2010-08-31 00:00:00"	"20.5"	"80.349999999999994"
"6"	"25.5"	"25"	"15.5"	"25"	"2.6000000000000001"	"25"	"4.7999999999999998"	"25"	"22"	"25"	"17"	"25"	"52.100000000000001"	"96.599999999999994"	"2010-09-01 00:00:00"	"20.5"	"74.349999999999994"
"6"	"25"	"25"	"15.5"	"25"	"0.29999999999999999"	"25"	"5.7999999999999998"	"25"	"20"	"25"	"17"	"25"	"53.700000000000003"	"96.599999999999994"	"2010-09-02 00:00:00"	"20.25"	"75.150000000000006"
"6"	"25"	"25"	"18.5"	"25"	"5.0999999999999996"	"25"	"3.6000000000000001"	"25"	"15"	"25"	"24"	"25"	"75.799999999999997"	"100"	"2010-09-03 00:00:00"	"21.75"	"87.900000000000006"
"6"	"26.5"	"25"	"19.5"	"25"	"13.699999999999999"	"25"	"2.7999999999999998"	"25"	"15"	"25"	"24"	"25"	"69.299999999999997"	"100"	"2010-09-04 00:00:00"	"23"	"84.650000000000006"
"6"	"25"	"25"	"19"	"25"	"2.7000000000000002"	"25"	"3"	"25"	"12"	"25"	"23"	"25"	"72.599999999999994"	"100"	"2010-09-05 00:00:00"	"22"	"86.299999999999997"
"6"	"26"	"25"	"18.5"	"25"	"2.8999999999999999"	"25"	"5.2000000000000002"	"25"	"21"	"25"	"21"	"25"	"62.5"	"98.700000000000003"	"2010-09-06 00:00:00"	"22.25"	"80.599999999999994"
"6"	"26.5"	"25"	"19"	"25"	"0.40000000000000002"	"25"	"5"	"25"	"21"	"25"	"21"	"25"	"60.700000000000003"	"95.599999999999994"	"2010-09-07 00:00:00"	"22.75"	"78.150000000000006"
"6"	"26"	"25"	"19"	"25"	"1.8"	"25"	"4.2000000000000002"	"25"	"19"	"25"	"21"	"25"	"62.5"	"95.599999999999994"	"2010-09-08 00:00:00"	"22.5"	"79.049999999999997"
"6"	"27"	"25"	"17.5"	"25"	"0.10000000000000001"	"25"	"5.7999999999999998"	"25"	"23"	"25"	"20"	"25"	"56.100000000000001"	"100"	"2010-09-09 00:00:00"	"22.25"	"78.049999999999997"
"6"	"28"	"25"	"17.5"	"25"	"0"	"25"	"4.7999999999999998"	"25"	"23"	"25"	"20"	"25"	"52.899999999999999"	"100"	"2010-09-10 00:00:00"	"22.75"	"76.450000000000003"
"6"	"26"	"25"	"18"	"25"	"0"	"25"	"4.2000000000000002"	"25"	"21"	"25"	"23"	"25"	"68.400000000000006"	"100"	"2010-09-11 00:00:00"	"22"	"84.200000000000003"
"6"	"26"	"25"	"18"	"25"	"1.1000000000000001"	"25"	"3.6000000000000001"	"25"	"18"	"25"	"22"	"25"	"65.5"	"100"	"2010-09-12 00:00:00"	"22"	"82.75"
